,Number,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1650,51.0,Rui Hachimura,Gonzaga,37.0,30.2,19.7,7.4,12.6,0.591,0.4,1.0,0.417,4.4,6.0,0.739,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0
1651,52.0,Shamorie Ponds,St. John's,33.0,35.1,19.7,6.5,14.5,0.453,2.0,5.6,0.353,4.6,5.5,0.836,1.0,3.2,4.1,5.1,2.6,0.3,2.0,2.0
1652,53.0,Jeremiah Martin,Memphis,36.0,34.3,19.7,6.1,13.6,0.451,1.8,5.3,0.346,5.6,7.4,0.762,1.1,3.2,4.3,4.4,2.2,0.6,2.6,1.9
1653,54.0,"James Palmer, Jr.",Nebraska,36.0,35.1,19.7,5.9,16.1,0.369,1.9,5.9,0.313,6.0,7.8,0.762,1.1,3.1,4.2,3.0,1.4,0.4,2.1,2.2
1654,55.0,"David Jenkins, Jr.",South Dakota State,32.0,33.1,19.7,6.4,14.0,0.458,3.5,7.7,0.453,3.3,4.2,0.793,0.4,2.9,3.4,1.5,0.5,0.0,2.6,2.8
1655,56.0,John Konchar,Fort Wayne,33.0,34.3,19.5,7.0,12.8,0.546,1.6,4.2,0.381,3.8,5.4,0.713,2.2,6.3,8.5,5.4,2.0,0.9,2.8,2.1
1656,57.0,Jahaad Proctor,High Point,31.0,34.6,19.5,6.8,14.6,0.464,1.8,5.4,0.331,4.1,5.4,0.771,0.6,3.3,3.8,3.3,1.3,0.4,2.2,1.6
1657,58.0,Dedric Lawson,Kansas,36.0,32.6,19.4,6.9,14.1,0.49,1.0,2.5,0.393,4.6,5.7,0.815,3.1,7.2,10.3,1.7,1.3,1.1,2.3,2.6
1658,59.0,Marcquise Reed,Clemson,31.0,35.4,19.4,6.5,14.8,0.44,1.5,4.4,0.356,4.8,5.7,0.843,0.7,4.8,5.5,3.0,2.1,0.0,2.7,1.9
1659,60.0,Jarrell Brantley,Charleston,33.0,33.9,19.4,7.2,13.9,0.517,1.2,3.5,0.328,3.9,4.9,0.785,1.7,6.7,8.4,2.4,1.4,0.9,2.6,2.7
1660,61.0,Colbey Ross,Pepperdine,34.0,34.9,19.4,5.3,12.1,0.437,1.9,4.7,0.396,7.0,8.2,0.853,0.4,2.6,2.9,7.0,1.2,0.1,4.3,2.7
1661,62.0,Caleb Martin,Nevada,34.0,34.1,19.2,5.9,14.5,0.409,3.1,9.3,0.338,4.3,5.8,0.732,0.9,4.3,5.1,2.8,1.4,0.8,1.9,2.4
1662,63.0,Terrell Gomez,Cal State Northridge,34.0,37.7,19.2,6.3,14.0,0.45,3.4,8.2,0.419,3.1,3.6,0.877,0.4,1.7,2.1,2.8,1.1,0.0,1.8,1.3
1663,64.0,"Charlie Brown, Jr.",Saint Joseph's,32.0,35.6,19.0,6.4,14.9,0.43,2.0,5.5,0.356,4.3,5.0,0.845,2.1,4.1,6.2,1.5,1.1,0.8,1.8,2.6
1664,65.0,Ky Bowman,Boston College,31.0,39.4,19.0,6.3,15.6,0.404,2.5,6.8,0.374,3.8,5.0,0.761,0.8,6.7,7.5,4.0,1.4,0.6,2.9,2.6
1665,66.0,Milan Acquaah,California Baptist,31.0,32.1,19.0,6.2,14.8,0.415,2.5,6.5,0.374,4.2,4.9,0.85,0.7,4.4,5.0,3.4,1.6,0.1,3.3,2.6
1666,67.0,Tyler Hooker,Kennesaw State,31.0,36.2,19.0,6.5,16.4,0.393,1.1,4.0,0.28,4.9,5.9,0.832,0.8,4.0,4.7,3.0,1.5,0.2,2.8,2.2
1667,68.0,Jailyn Ingram,Florida Atlantic ,10.0,29.7,18.9,7.3,13.1,0.557,1.7,4.0,0.425,2.6,3.0,0.867,2.9,5.3,8.2,2.0,0.8,1.0,3.6,2.6
1668,69.0,Raiquan Clark,Long Island,32.0,32.3,18.9,6.9,13.7,0.503,0.6,2.6,0.244,4.5,6.4,0.699,1.9,4.8,6.8,2.0,1.3,0.7,4.4,3.1
1669,70.0,Deishuan Booker,Long Beach State,33.0,32.1,18.8,5.0,11.0,0.455,1.3,3.5,0.362,7.6,8.3,0.912,0.5,3.0,3.5,4.4,1.3,0.1,3.9,2.4
1670,71.0,Grant Williams,Tennessee,37.0,31.9,18.8,6.3,11.2,0.564,0.4,1.2,0.326,5.8,7.0,0.819,2.2,5.3,7.5,3.2,1.1,1.5,2.2,3.0
1671,72.0,Isaiah Pineiro,San Diego,36.0,34.7,18.8,6.4,13.2,0.487,1.1,3.3,0.336,4.8,5.9,0.82,1.9,7.5,9.4,2.1,1.2,0.5,3.0,3.3
1672,73.0,Cassius Winston,Michigan State,39.0,33.5,18.8,6.2,13.5,0.46,2.2,5.4,0.398,4.2,5.0,0.84,0.3,2.7,3.0,7.5,1.0,0.1,2.9,1.9
1673,74.0,Jarron Cumberland,Cincinnati,35.0,32.5,18.8,5.9,14.6,0.404,2.3,5.9,0.388,4.7,6.0,0.773,1.1,3.3,4.4,3.6,1.1,0.4,2.7,2.3
1674,75.0,Marial Shayok,Iowa State,34.0,32.9,18.7,6.7,13.6,0.496,2.1,5.4,0.386,3.2,3.6,0.878,1.4,3.5,4.9,2.0,0.9,0.2,2.7,2.1
1675,76.0,Christian Lutete,UMass Lowell,32.0,33.9,18.7,6.7,12.5,0.534,2.2,5.5,0.395,3.2,4.4,0.718,1.3,6.3,7.6,1.4,0.7,0.1,2.5,1.9
1676,77.0,Drew McDonald,Northern Kentucky,34.0,30.6,18.7,6.2,13.1,0.472,2.0,5.0,0.394,4.3,5.4,0.798,2.0,7.4,9.4,2.8,0.5,0.4,2.3,1.9
1677,78.0,Christian Keeling,Charleston Southern,34.0,32.2,18.7,6.3,13.5,0.465,2.4,6.3,0.38,3.7,4.8,0.773,0.9,6.1,6.9,2.8,1.3,0.7,2.7,2.0
1678,79.0,Camron Justice,IUPUI,33.0,32.7,18.6,5.9,13.9,0.425,2.7,7.8,0.352,4.1,4.8,0.854,0.3,2.9,3.2,2.9,1.3,0.0,2.5,2.2
1679,80.0,Phil Booth,Villanova,36.0,35.1,18.6,6.1,13.9,0.434,2.6,7.2,0.367,3.8,5.1,0.749,0.4,3.5,3.9,3.8,0.8,0.2,2.3,1.9
1680,81.0,Jarrett Culver,Texas Tech,38.0,32.5,18.5,6.7,14.5,0.461,1.3,4.2,0.304,3.9,5.5,0.707,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9
1681,82.0,Quinndary Weatherspoon,Mississippi State,34.0,34.0,18.5,6.3,12.3,0.508,1.6,4.1,0.396,4.4,5.4,0.809,1.3,3.4,4.7,2.8,1.7,0.3,2.9,2.1
1682,83.0,Braxton Huggins,Fresno State,31.0,29.8,18.5,6.1,14.4,0.425,3.3,8.5,0.385,3.0,3.7,0.793,0.6,3.6,4.3,1.7,1.1,0.3,2.2,2.2
1683,84.0,D'Marcus Simonds,Georgia State,34.0,35.7,18.4,6.4,15.6,0.413,1.7,5.9,0.282,3.8,5.8,0.66,0.7,4.2,5.0,3.6,1.3,1.0,3.7,2.4
1684,85.0,Ronshad Shabazz,Appalachian State,32.0,32.2,18.3,6.3,14.4,0.441,2.5,6.6,0.376,3.2,3.9,0.815,0.6,2.7,3.3,2.3,0.8,0.1,2.3,1.5
1685,86.0,Xavier Hill-Mais,Oakland,34.0,30.6,18.3,7.1,13.1,0.537,1.1,3.1,0.349,3.1,4.3,0.707,2.1,4.9,7.0,2.4,0.6,0.9,2.9,2.7
1686,87.0,Justin Turner,Bowling Green,34.0,32.2,18.2,6.7,14.4,0.468,1.8,4.8,0.372,2.9,4.1,0.709,0.8,2.9,3.7,3.1,1.4,0.2,1.9,1.7
1687,88.0,Khalil Ahmad,Cal State Fullerton,34.0,31.4,18.2,6.1,14.0,0.436,1.6,5.2,0.318,4.4,5.4,0.814,0.6,3.4,4.0,1.3,1.6,0.2,2.0,2.5
1688,89.0,Bennie Boatwright,USC,31.0,33.5,18.2,6.4,13.4,0.474,2.9,6.8,0.429,2.6,3.7,0.702,1.4,5.2,6.6,2.5,0.7,0.6,1.5,2.4
1689,90.0,Devin Cannady,Princeton,16.0,36.8,18.2,5.9,14.1,0.416,3.1,8.7,0.36,3.3,3.8,0.869,0.5,5.3,5.8,1.7,1.6,0.2,1.8,1.9
1690,91.0,Zac Cuthbertson,Coastal Carolina,34.0,32.1,18.2,5.9,12.1,0.488,1.3,3.5,0.367,5.1,6.7,0.763,2.2,5.9,8.1,2.4,0.9,0.4,2.4,3.0
1691,92.0,C.J. Massinburg,Buffalo,35.0,32.3,18.2,5.7,12.3,0.464,2.7,6.7,0.399,4.1,5.3,0.78,2.2,4.3,6.5,3.0,1.2,0.3,1.3,1.7
1692,93.0,Markis McDuffie,Wichita State,37.0,33.4,18.2,5.8,14.2,0.408,2.3,6.6,0.341,4.3,5.3,0.816,1.8,3.2,5.0,1.0,1.0,0.2,1.6,1.9
1693,94.0,Tyler Kohl,Central Connecticut State,27.0,34.3,18.1,5.7,14.6,0.394,1.5,4.6,0.331,5.1,6.1,0.848,1.7,5.3,7.0,4.6,1.4,0.0,3.7,2.3
1694,95.0,David Efianayi,Gardner-Webb,35.0,33.4,18.1,5.7,11.8,0.485,2.0,4.8,0.42,4.7,6.3,0.742,0.5,3.1,3.7,2.9,1.1,0.7,2.4,2.1
1695,96.0,Jahmal McMurray,Southern Methodist,32.0,32.7,18.1,6.4,14.3,0.449,3.2,8.0,0.395,2.1,2.5,0.827,0.2,2.2,2.3,2.6,0.7,0.1,1.7,2.2
1696,97.0,Zach Jackson,Omaha,32.0,34.2,18.1,6.4,12.9,0.495,1.9,4.3,0.432,3.4,4.5,0.759,0.9,3.4,4.3,1.9,0.8,0.1,1.6,1.8
1697,98.0,Deshon Taylor,Fresno State,28.0,35.6,17.9,5.4,12.2,0.446,2.4,6.0,0.401,4.7,6.0,0.784,0.6,3.0,3.7,5.0,1.4,0.2,2.9,2.7
1698,99.0,Breein Tyree,Ole Miss,33.0,33.8,17.9,6.0,13.0,0.459,2.1,5.6,0.375,3.9,4.7,0.831,0.3,2.6,2.9,2.8,1.0,0.4,2.4,2.0
1699,100.0,C.J. Williams,Howard,33.0,31.1,17.9,6.3,14.2,0.446,1.8,4.9,0.373,3.4,4.0,0.856,0.7,2.1,2.7,0.7,0.7,0.3,1.5,1.7
1700,1.0,Markus Howard,Marquette,29.0,33.2,27.8,8.2,19.3,0.422,4.2,10.1,0.412,7.3,8.6,0.847,0.6,2.9,3.5,3.3,0.9,0.0,3.4,2.4
1701,2.0,Jhivvan Jackson,Texas-San Antonio,32.0,34.5,26.8,9.1,21.7,0.418,3.8,10.7,0.354,4.8,5.7,0.852,0.9,4.7,5.6,2.4,1.4,0.2,2.8,3.2
1702,3.0,Jermaine Marrow,Hampton,28.0,37.8,24.8,7.9,19.4,0.407,2.1,7.2,0.294,6.9,9.0,0.762,0.8,2.5,3.2,6.5,1.2,0.1,3.0,3.1
1703,4.0,Antoine Davis,Detroit-Mercy,30.0,36.8,24.3,7.9,20.8,0.38,3.4,10.4,0.324,5.1,5.7,0.901,0.3,2.8,3.1,4.5,1.7,0.1,4.5,2.5
1704,5.0,Luka Garza,Iowa,31.0,32.0,23.9,9.3,17.1,0.542,1.3,3.5,0.358,4.1,6.3,0.651,3.6,6.3,9.8,1.2,0.8,1.8,1.8,2.5
1705,6.0,Mike Smith,Columbia,30.0,37.8,22.8,8.3,19.3,0.431,2.1,6.1,0.339,4.1,5.0,0.813,0.4,3.7,4.1,4.5,1.5,0.0,3.0,1.5
1706,7.0,Jerrick Harding,Weber State,29.0,33.9,22.2,8.1,16.6,0.488,2.1,6.5,0.328,3.9,4.5,0.863,0.5,2.4,2.9,2.2,1.0,0.1,2.8,1.6
1707,8.0,Mason Jones,Arkansas,31.0,33.8,22.0,6.2,13.6,0.453,2.2,6.3,0.351,7.5,9.1,0.826,0.7,4.7,5.5,3.4,1.6,0.2,3.2,3.3
1708,9.0,Ben Stanley,Hampton,34.0,35.1,22.0,8.7,15.1,0.574,0.4,1.3,0.333,4.2,6.6,0.643,2.3,4.9,7.2,0.7,0.4,1.5,1.9,2.4
1709,10.0,Jordan Roland,Northeastern,33.0,36.2,21.9,7.5,15.7,0.482,2.9,7.3,0.394,3.9,4.4,0.884,0.5,2.8,3.3,1.8,1.5,0.2,1.7,1.8
1710,11.0,Grant Riller,Charleston,31.0,33.5,21.9,7.3,14.7,0.499,1.5,4.2,0.362,5.7,6.9,0.827,0.5,4.6,5.1,3.9,1.6,0.3,3.1,2.3
1711,12.0,Jordan Ford,Saint Mary's,34.0,38.0,21.9,7.9,16.1,0.492,2.5,6.1,0.411,3.4,4.1,0.836,0.6,2.5,3.0,2.3,1.4,0.0,1.5,1.1
1712,13.0,Terry Taylor,Austin Peay,33.0,36.6,21.8,8.6,15.7,0.55,1.2,3.9,0.32,3.2,5.0,0.652,4.0,7.0,11.0,1.4,1.3,1.3,2.4,1.9
1713,14.0,Jalen Harris,Nevada,30.0,33.0,21.6,7.4,16.7,0.446,2.2,6.2,0.362,4.5,5.5,0.823,0.7,5.7,6.4,3.9,1.1,0.1,2.4,2.3
1714,15.0,Tre'von Allen,Idaho,30.0,33.7,21.6,7.6,17.0,0.449,2.1,5.2,0.4,4.2,5.2,0.814,0.3,4.6,4.9,1.7,1.7,0.1,2.7,1.6
1715,16.0,Marcus Burk,IUPUI,32.0,34.8,21.3,7.4,17.1,0.432,2.9,7.5,0.386,3.6,4.5,0.793,0.6,2.9,3.4,1.9,1.2,0.3,2.4,2.8
1716,17.0,Myles Powell,Seton Hall,28.0,31.6,21.0,7.0,17.5,0.398,2.8,9.2,0.306,4.3,5.4,0.795,0.9,3.4,4.3,2.9,1.2,0.2,2.8,2.1
1717,18.0,Nate Darling,Delaware,32.0,38.3,21.0,6.8,15.3,0.446,3.3,8.4,0.399,4.0,4.7,0.854,0.4,3.5,3.9,2.8,0.8,0.2,2.8,1.7
1718,19.0,Nathan Knight,William & Mary,32.0,29.6,20.7,7.1,13.5,0.524,0.9,3.0,0.305,5.6,7.3,0.773,2.7,7.8,10.5,1.8,0.8,1.5,2.6,3.0
1719,20.0,"Terrell Brown, Jr.",Seattle,29.0,36.0,20.7,7.8,18.8,0.414,0.6,1.9,0.291,4.6,5.9,0.784,1.4,4.8,6.2,4.9,1.6,0.4,2.6,2.6
1720,21.0,Ryan Daly,Saint Joseph's,30.0,34.6,20.6,7.2,17.0,0.425,1.9,6.0,0.311,4.3,5.9,0.733,1.5,5.4,6.9,4.3,1.2,0.4,2.9,1.9
1721,22.0,Colbey Ross,Pepperdine,32.0,37.7,20.5,6.3,15.8,0.402,2.3,6.6,0.349,5.5,6.4,0.854,0.7,3.9,4.7,7.2,1.1,0.2,4.4,2.3
1722,23.0,Payton Pritchard,Oregon,31.0,36.5,20.5,7.0,14.9,0.468,2.8,6.8,0.415,3.7,4.5,0.821,0.7,3.6,4.3,5.5,1.5,0.0,2.7,2.0
1723,24.0,Eugene German,Northern Illinois,31.0,32.7,20.5,7.3,17.5,0.415,2.4,7.2,0.333,3.5,4.9,0.719,0.5,3.6,4.1,2.7,1.0,0.2,2.3,1.4
1724,25.0,Quintin Dove,Tennessee-Martin,29.0,33.8,20.2,7.3,13.0,0.565,0.7,2.1,0.323,4.8,6.2,0.782,3.8,4.1,7.9,1.0,0.4,0.3,2.2,3.4
1725,26.0,Daniel Oturu,Minnesota,31.0,34.0,20.1,7.7,13.6,0.563,0.6,1.7,0.365,4.1,5.8,0.707,3.7,7.5,11.3,1.1,0.5,2.5,2.8,2.7
1726,27.0,Obi Toppin,Dayton,31.0,31.6,20.0,7.9,12.5,0.633,1.0,2.6,0.39,3.2,4.5,0.702,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6
1727,28.0,Carlik Jones,Radford,32.0,33.1,20.0,6.8,14.0,0.488,1.5,3.6,0.409,4.9,6.1,0.814,0.7,4.5,5.1,5.5,1.4,0.2,2.3,1.8
1728,29.0,Andrew Kostecka,Loyola (MD),29.0,31.5,19.9,6.6,13.1,0.504,1.6,4.6,0.348,5.0,6.1,0.825,1.1,4.1,5.2,2.6,1.9,0.6,2.5,2.3
1729,30.0,Marreon Jackson,Toledo,32.0,35.3,19.8,6.1,14.9,0.409,3.1,8.4,0.369,4.6,5.6,0.816,0.6,3.6,4.3,5.4,1.5,0.0,3.1,2.0
1730,31.0,Loren Cristian Jackson,Akron,31.0,34.1,19.8,6.3,13.5,0.465,3.0,6.9,0.428,4.4,5.0,0.877,0.6,2.1,2.7,4.5,1.0,0.0,2.4,2.3
1731,32.0,Terrell Gomez,Cal State Northridge,32.0,37.1,19.8,6.5,14.8,0.439,3.5,7.9,0.44,3.4,3.6,0.948,0.3,2.2,2.5,2.3,0.8,0.0,1.4,1.0
1732,33.0,Sayeed Pridgett,Montana,31.0,36.2,19.8,8.1,15.8,0.511,0.4,1.6,0.245,3.3,4.7,0.687,1.5,5.7,7.2,3.9,1.5,0.5,3.3,2.9
1733,34.0,John Crosby,Delaware State,32.0,35.2,19.8,6.9,16.1,0.43,1.8,5.7,0.317,4.1,5.3,0.774,0.6,4.6,5.2,3.3,1.2,0.1,4.0,2.0
1734,35.0,Zach Cooks,N.J.I.T.,30.0,37.6,19.7,6.8,16.8,0.405,1.8,5.8,0.305,4.3,5.6,0.778,0.9,4.3,5.2,2.2,1.8,0.1,2.3,1.7
1735,36.0,Jayden Gardner,East Carolina,31.0,34.4,19.7,7.2,13.8,0.521,0.1,0.6,0.2,5.2,7.0,0.734,2.9,6.3,9.2,2.2,1.1,0.5,2.7,2.9
1736,37.0,Breein Tyree,Ole Miss,31.0,34.5,19.7,6.4,15.1,0.426,2.1,5.7,0.36,4.8,5.8,0.822,0.3,3.4,3.7,2.5,1.3,0.1,2.5,2.1
1737,38.0,A.J. Green,Northern Iowa,31.0,34.9,19.7,6.6,15.8,0.416,2.9,7.5,0.391,3.6,3.9,0.917,0.2,2.7,3.0,3.0,0.7,0.0,2.9,1.5
1738,39.0,Sam Merrill,Utah State,32.0,35.0,19.7,6.1,13.2,0.461,2.8,6.8,0.41,4.7,5.3,0.893,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.3
1739,40.0,Raiquan Clark,Long Island,32.0,35.3,19.5,7.1,14.1,0.501,0.8,2.5,0.321,4.6,6.9,0.664,1.9,5.4,7.3,1.7,1.2,0.7,3.5,3.1
1740,41.0,Sam Sessoms,Binghamton,29.0,35.7,19.4,7.2,17.3,0.415,2.2,7.0,0.315,2.9,3.5,0.814,1.2,3.8,5.0,4.8,1.6,0.1,3.4,2.6
1741,42.0,Nijal Pearson,Texas State,31.0,34.9,19.4,6.5,15.4,0.423,2.3,6.6,0.353,4.0,5.2,0.772,1.1,4.3,5.4,2.5,1.3,0.3,2.4,1.5
1742,43.0,Christian Lutete,UMass Lowell,32.0,33.7,19.3,6.9,13.3,0.516,2.0,5.4,0.374,3.6,5.2,0.691,2.0,5.0,7.0,1.6,0.8,0.1,2.2,1.3
1743,44.0,Jibri Blount,North Carolina Central,31.0,36.8,19.2,7.0,13.4,0.525,0.8,2.4,0.329,4.4,6.2,0.712,2.5,6.8,9.4,1.7,2.2,0.6,3.2,2.8
1744,45.0,Parker Stewart,Tennessee-Martin,25.0,36.2,19.2,6.3,15.2,0.412,2.8,8.2,0.348,3.8,5.0,0.766,0.8,3.8,4.6,3.8,0.8,0.4,3.3,2.8
1745,46.0,Remy Martin,Arizona State,31.0,33.8,19.1,6.6,15.2,0.432,2.0,6.1,0.335,3.9,5.1,0.772,0.5,2.6,3.1,4.1,1.5,0.0,3.1,1.5
1746,47.0,Anthony Edwards,Georgia,32.0,33.0,19.1,6.3,15.8,0.402,2.3,7.7,0.294,4.1,5.3,0.772,0.8,4.5,5.2,2.8,1.3,0.6,2.7,2.2
1747,48.0,Elijah Hughes,Syracuse,32.0,36.7,19.0,6.2,14.5,0.427,2.4,7.1,0.342,4.2,5.2,0.813,0.4,4.5,4.9,3.4,1.2,0.8,2.3,1.8
1748,49.0,Javon Freeman-Liberty,Valparaiso,33.0,33.3,19.0,6.9,15.8,0.436,1.5,5.4,0.287,3.7,5.0,0.75,1.3,4.8,6.1,3.2,2.2,0.3,2.5,2.6
1749,50.0,Matt Lewis,James Madison,30.0,35.5,19.0,6.0,14.6,0.41,2.7,7.2,0.373,4.3,6.0,0.715,0.8,4.7,5.5,3.4,1.0,0.3,2.3,1.9
1750,51.0,Ian DuBose,Houston Christian,29.0,33.2,19.0,6.0,13.8,0.439,1.6,4.8,0.326,5.3,6.9,0.775,1.7,5.6,7.3,3.8,1.4,0.3,3.9,2.6
1751,52.0,Fatts Russell,Rhode Island,30.0,35.7,18.8,6.0,15.5,0.388,2.0,5.6,0.357,4.8,5.9,0.824,0.7,2.8,3.4,4.6,2.9,0.2,2.2,2.8
1752,53.0,Isaiah Blackmon,St. Francis (PA),30.0,34.1,18.8,6.3,14.0,0.449,2.7,6.6,0.412,3.5,4.2,0.832,2.0,3.3,5.3,1.5,1.7,0.3,1.9,2.6
1753,54.0,Justin Turner,Bowling Green,25.0,32.3,18.8,6.3,14.8,0.427,1.6,4.3,0.361,4.6,5.4,0.851,0.8,3.7,4.6,2.5,0.8,0.2,2.1,1.5
1754,55.0,Keaton Wallace,Texas-San Antonio,32.0,34.8,18.8,6.4,16.2,0.395,2.9,8.2,0.351,3.1,3.9,0.806,0.8,3.8,4.5,3.1,1.3,0.3,2.3,2.5
1755,56.0,E.J. Crawford,Iona,28.0,36.9,18.8,6.2,13.3,0.466,1.2,3.8,0.311,5.2,6.2,0.839,1.1,4.2,5.3,1.8,1.0,0.5,2.7,2.3
1756,57.0,Malik Ellison,Hartford,23.0,34.8,18.7,7.4,14.5,0.514,0.1,0.6,0.154,3.7,5.9,0.63,2.6,7.1,9.7,1.7,0.8,1.1,3.0,2.7
1757,58.0,Marlon Stewart,North Dakota,33.0,34.2,18.6,5.7,13.2,0.432,1.9,5.4,0.356,5.2,6.7,0.783,0.3,5.2,5.5,5.1,0.7,0.1,2.9,2.3
1758,59.0,Cassius Winston,Michigan State,30.0,32.6,18.6,6.2,13.8,0.448,2.4,5.6,0.432,3.8,4.5,0.852,0.2,2.3,2.5,5.9,1.2,0.0,3.2,2.0
1759,60.0,Shamarkus Kennedy,McNeese State,31.0,31.8,18.6,7.3,10.7,0.679,0.0,0.1,0.25,4.0,5.1,0.778,3.5,7.5,10.9,1.5,0.7,2.6,2.3,2.2
1760,61.0,Ahsan Asadullah,Lipscomb,31.0,29.9,18.6,8.1,15.6,0.52,0.1,0.5,0.2,2.2,4.3,0.519,2.7,7.4,10.1,3.9,1.2,1.2,3.1,3.1
1761,62.0,Ade Murkey,Denver,31.0,32.2,18.6,6.6,13.7,0.481,1.0,2.4,0.4,4.4,6.0,0.731,1.3,5.0,6.3,2.1,1.2,0.7,2.1,2.4
1762,63.0,Saben Lee,Vanderbilt,32.0,32.8,18.6,6.3,12.9,0.483,1.2,3.8,0.322,4.8,6.4,0.752,0.6,3.0,3.5,4.2,1.5,0.3,3.1,1.8
1763,64.0,Doug Wilson,South Dakota State,29.0,29.7,18.6,7.7,12.2,0.628,0.0,0.2,0.0,3.2,4.8,0.667,2.9,3.5,6.4,1.8,0.8,0.8,2.6,3.0
1764,65.0,Cole Anthony,North Carolina,22.0,34.9,18.5,6.0,15.7,0.38,2.2,6.4,0.348,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9
1765,66.0,C.J. Williams,Howard,33.0,34.2,18.5,6.5,15.7,0.414,1.5,4.8,0.3,4.1,5.8,0.702,0.8,3.5,4.3,1.2,0.7,0.5,1.7,2.4
1766,67.0,"Kira Lewis, Jr.",Alabama,31.0,37.6,18.5,6.6,14.5,0.459,1.8,4.9,0.366,3.4,4.2,0.802,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6
1767,68.0,Sa'eed Nelson,American University,29.0,36.2,18.5,7.1,14.6,0.488,0.5,2.3,0.212,3.7,5.7,0.655,1.3,3.8,5.1,4.7,2.8,0.3,3.5,2.2
1768,69.0,Tres Tinkle,Oregon State,31.0,34.5,18.5,6.1,13.8,0.44,1.6,4.8,0.345,4.7,5.8,0.81,1.3,5.5,6.8,3.2,1.7,0.5,2.3,2.4
1769,70.0,Marcus Sheffield,Elon,34.0,33.4,18.4,6.3,15.0,0.417,2.1,5.2,0.404,3.8,4.6,0.816,0.7,4.5,5.2,2.8,0.8,0.4,2.0,2.2
1770,71.0,Vinnie Shahid,North Dakota State,33.0,32.9,18.4,5.8,13.3,0.433,2.5,6.8,0.367,4.4,5.0,0.884,0.3,3.0,3.3,3.0,1.0,0.0,2.4,1.6
1771,72.0,Jacob Davison,Eastern Washington,31.0,31.5,18.4,6.8,15.0,0.454,1.5,4.7,0.327,3.3,4.6,0.711,0.9,3.2,4.2,2.8,1.4,0.4,2.7,2.4
1772,73.0,C.J. Elleby,Washington State,32.0,33.4,18.4,6.2,15.6,0.396,2.3,6.8,0.339,3.8,4.6,0.823,1.2,6.6,7.8,1.9,1.8,0.8,2.2,2.9
1773,74.0,Jomaru Brown,Eastern Kentucky,32.0,29.5,18.4,6.2,16.0,0.386,1.4,4.5,0.315,4.6,6.2,0.751,0.7,3.3,3.9,2.7,1.9,0.2,4.7,2.6
1774,75.0,Desure Buie,Hofstra,34.0,37.3,18.2,6.2,13.8,0.448,2.2,5.3,0.417,3.6,4.3,0.848,0.5,3.2,3.7,5.9,2.0,0.1,2.9,1.2
1775,76.0,Obadiah Noel,UMass Lowell,32.0,35.1,18.2,6.1,12.5,0.486,1.5,3.8,0.4,4.5,6.7,0.674,1.3,3.8,5.2,2.7,1.7,0.4,3.1,2.5
1776,77.0,Devon Dotson,Kansas,30.0,34.9,18.1,6.1,13.0,0.468,1.3,4.1,0.309,4.7,5.7,0.83,0.6,3.5,4.1,4.0,2.1,0.1,2.4,1.8
1777,78.0,Milan Acquaah,California Baptist,31.0,32.7,18.1,5.8,15.5,0.376,2.0,6.3,0.318,4.5,5.3,0.836,0.5,4.4,4.9,5.8,0.9,0.2,3.8,2.1
1778,79.0,Tyler Hagedorn,South Dakota,32.0,29.8,18.1,6.0,11.1,0.544,2.3,4.4,0.514,3.8,4.6,0.823,1.1,5.8,6.9,1.7,0.3,0.7,1.7,2.6
1779,80.0,Jordan Nwora,Louisville,31.0,33.2,18.0,6.1,13.9,0.44,2.5,6.1,0.402,3.4,4.1,0.813,1.7,6.0,7.7,1.3,0.7,0.3,2.1,2.2
1780,81.0,Josh Sharkey,Samford,30.0,34.3,18.0,5.6,12.4,0.45,1.4,3.9,0.35,5.4,7.0,0.773,0.8,2.8,3.6,7.2,2.7,0.0,5.9,2.7
1781,82.0,Elijah Olaniyi,Stony Brook,28.0,32.6,18.0,6.1,14.1,0.435,1.9,5.3,0.361,3.8,5.4,0.709,1.2,5.3,6.5,2.1,1.6,0.3,3.2,2.0
1782,83.0,Bryson Robinson,New Orleans,30.0,33.9,17.9,5.4,13.4,0.404,2.9,8.1,0.358,4.2,4.8,0.874,0.6,3.5,4.1,2.6,1.3,0.1,2.3,1.9
1783,84.0,Tevin Brown,Murray State,32.0,37.3,17.9,5.4,12.0,0.447,2.7,6.3,0.419,4.5,6.1,0.737,0.4,4.3,4.6,3.7,1.2,0.4,2.6,2.0
1784,85.0,Bryson Williams,UTEP,32.0,31.7,17.8,6.6,13.3,0.499,1.0,2.7,0.356,3.6,4.5,0.811,1.7,5.5,7.2,0.9,0.9,0.9,2.2,2.8
1785,86.0,"Vernon Carey, Jr.",Duke,31.0,24.8,17.8,6.4,11.1,0.577,0.3,0.7,0.381,4.7,7.0,0.67,2.7,6.1,8.8,1.0,0.7,1.6,2.0,2.7
