,Number,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1291,92.0,Kyle Wiltjer,Gonzaga,38.0,27.6,16.8,6.4,11.8,0.54,1.8,3.8,0.466,2.3,2.9,0.789,1.3,4.8,6.2,1.9,0.5,0.7,1.1,1.6
1292,93.0,Alec Peters,Valparaiso,34.0,30.6,16.8,5.7,11.7,0.489,2.4,5.2,0.466,2.9,3.4,0.829,1.9,4.8,6.7,1.2,0.7,0.3,1.4,2.0
1293,94.0,Raven Lee,Eastern Michigan,35.0,28.0,16.7,5.4,12.3,0.443,2.0,5.5,0.361,3.9,4.9,0.795,0.7,1.2,1.9,1.5,1.4,0.2,2.9,2.2
1294,95.0,Venky Jois,Eastern Washington,31.0,31.2,16.7,6.8,11.1,0.61,0.1,0.3,0.3,3.1,5.7,0.54,2.6,5.0,7.7,2.0,1.2,2.2,2.3,2.4
1295,96.0,J.J. Avila,Colorado State,31.0,32.1,16.7,6.6,12.0,0.552,0.3,1.2,0.243,3.1,4.9,0.634,2.9,4.5,7.5,2.8,2.0,0.4,2.7,2.6
1296,97.0,Martin Breunig,Montana,32.0,30.1,16.7,6.7,11.3,0.593,0.1,0.4,0.154,3.3,4.4,0.738,2.6,4.7,7.3,1.9,0.5,0.8,2.4,3.4
1297,98.0,Marcus Posley,St. Bonaventure,31.0,35.9,16.7,5.5,14.4,0.382,2.5,7.6,0.322,3.3,4.2,0.783,0.5,2.5,2.9,2.1,1.2,0.0,2.1,2.3
1298,99.0,James Daniel,Howard,30.0,32.4,16.7,4.7,13.8,0.338,2.3,7.9,0.286,5.1,6.2,0.817,0.5,1.7,2.2,2.7,1.8,0.0,3.6,1.9
1299,100.0,Tyler Kalinoski,Davidson,32.0,34.8,16.7,6.0,12.8,0.466,2.8,6.7,0.423,1.9,2.4,0.789,1.5,4.2,5.7,4.1,1.2,0.4,1.4,2.7
1300,1.0,James Daniel,Howard,30.0,37.2,27.1,7.5,19.4,0.388,2.7,8.0,0.332,9.3,11.0,0.846,0.7,1.5,2.2,2.8,2.0,0.2,4.1,2.1
1301,2.0,Buddy Hield,Oklahoma,37.0,35.4,25.0,8.1,16.2,0.501,4.0,8.7,0.457,4.8,5.4,0.88,1.2,4.5,5.7,2.0,1.1,0.5,3.1,2.1
1302,3.0,Kay Felder,Oakland,35.0,36.7,24.4,7.7,17.5,0.44,2.2,6.1,0.355,6.8,8.1,0.848,0.7,3.5,4.3,9.3,2.0,0.2,3.4,3.0
1303,4.0,Josh Adams,Wyoming,31.0,36.3,24.2,7.1,16.1,0.442,3.2,8.4,0.378,6.8,8.3,0.821,0.6,5.0,5.6,4.3,1.4,0.6,3.7,2.8
1304,5.0,Stefan Moody,Ole Miss,31.0,34.6,23.6,6.7,16.4,0.409,3.3,8.8,0.379,6.8,8.3,0.828,1.0,2.2,3.2,4.3,1.5,0.1,3.8,2.4
1305,6.0,Cat Barber,NC State,33.0,38.7,23.5,7.5,17.3,0.434,1.3,3.6,0.361,7.2,8.3,0.865,0.6,3.9,4.6,4.5,0.6,0.1,2.6,2.2
1306,7.0,Jack Gibbs,Davidson,31.0,35.5,23.4,7.8,18.2,0.431,2.6,7.9,0.332,5.1,6.1,0.84,0.9,3.2,4.1,4.9,1.8,0.1,3.2,1.9
1307,8.0,Cane Broome,Sacred Heart,30.0,37.5,23.1,7.9,17.7,0.445,2.2,7.1,0.311,5.2,6.8,0.768,0.6,4.4,4.9,2.9,1.7,0.0,3.8,2.4
1308,9.0,Obi Emegano,Oral Roberts,29.0,35.4,23.1,7.2,16.7,0.434,1.8,4.6,0.381,6.8,8.0,0.853,1.0,4.2,5.1,1.8,1.1,0.3,1.8,2.4
1309,10.0,A.J. English III,Iona,28.0,35.9,22.6,6.8,15.7,0.433,3.4,9.1,0.37,5.6,6.8,0.836,0.5,4.5,5.0,6.2,1.6,0.5,3.6,2.1
1310,11.0,Zeek Woodley,Northwestern State,28.0,33.0,22.2,7.7,14.5,0.531,2.0,5.0,0.407,4.8,5.4,0.887,1.7,3.5,5.2,1.6,1.0,0.6,2.0,2.4
1311,12.0,Kevin Punter,Tennessee,26.0,34.1,22.2,6.8,14.8,0.46,2.2,6.0,0.369,6.3,7.8,0.817,0.2,3.3,3.5,3.5,1.4,0.2,2.5,2.8
1312,13.0,Trey Freeman,Old Dominion,38.0,35.1,22.1,8.5,19.8,0.429,1.3,3.8,0.349,3.7,4.5,0.829,0.6,3.7,4.2,3.0,1.0,0.1,1.3,1.8
1313,14.0,Elijah Brown,New Mexico,32.0,33.7,21.7,6.1,14.2,0.428,2.8,7.1,0.394,6.8,8.0,0.851,0.7,4.8,5.5,3.2,1.1,0.1,3.4,2.0
1314,15.0,Grayson Allen,Duke,36.0,36.6,21.6,6.6,14.3,0.466,2.5,6.0,0.417,5.9,7.0,0.837,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7
1315,16.0,Marcus Evans,Rice,32.0,33.5,21.5,7.0,14.8,0.472,1.7,5.3,0.31,5.8,7.3,0.798,0.9,3.1,4.0,2.8,2.2,0.2,3.1,2.9
1316,17.0,Ben Bentil,Providence,35.0,34.2,21.1,7.0,15.2,0.462,1.5,4.5,0.329,5.5,7.1,0.782,2.7,5.0,7.7,1.1,0.9,1.0,1.9,2.8
1317,18.0,Austin McBroom,Eastern Washington,33.0,37.4,21.0,6.4,14.8,0.434,3.5,8.7,0.402,4.6,5.6,0.832,0.6,1.9,2.5,3.7,1.1,0.0,2.8,1.6
1318,19.0,Andrew Andrews,Washington,34.0,33.8,20.9,5.3,13.5,0.393,2.3,5.6,0.401,8.0,9.4,0.85,1.5,4.3,5.7,4.9,1.4,0.0,2.8,2.8
1319,20.0,Marvelle Harris,Fresno State,35.0,36.7,20.7,6.9,16.8,0.407,1.9,5.8,0.325,5.1,6.8,0.752,0.5,4.1,4.7,4.5,2.2,0.6,2.2,2.9
1320,21.0,Jared Brownridge,Santa Clara,31.0,35.8,20.6,6.3,15.8,0.397,2.9,7.6,0.386,5.1,6.2,0.832,0.4,2.8,3.2,2.3,0.7,0.2,1.9,2.2
1321,22.0,D.J. Balentine,Evansville,34.0,37.1,20.5,7.1,16.0,0.442,1.7,5.0,0.339,4.7,6.0,0.784,0.8,2.6,3.3,4.4,0.7,0.3,2.7,1.7
1322,23.0,Georges Niang,Iowa State,35.0,33.2,20.5,8.1,14.8,0.546,1.6,4.1,0.392,2.7,3.4,0.807,1.3,4.9,6.2,3.3,0.9,0.6,2.6,3.2
1323,24.0,Kyle Wiltjer,Gonzaga,36.0,33.6,20.4,7.2,14.7,0.491,2.5,5.7,0.437,3.5,4.1,0.857,1.7,4.6,6.3,1.5,0.4,0.8,2.1,1.8
1324,25.0,Khallid Hart,Marist,28.0,36.5,20.3,5.9,13.2,0.444,2.6,6.7,0.383,6.0,7.2,0.841,0.4,2.3,2.6,2.1,1.5,0.1,2.3,2.3
1325,26.0,Cameron Morse,Youngstown State,30.0,33.5,20.3,6.7,14.2,0.471,2.1,5.2,0.413,4.7,5.8,0.811,0.3,2.4,2.7,3.1,1.5,0.1,1.7,1.6
1326,27.0,Devin Watson,San Francisco,30.0,34.7,20.3,6.4,15.3,0.418,2.2,6.2,0.349,5.3,7.2,0.733,0.3,2.2,2.5,4.9,0.9,0.0,3.0,1.8
1327,28.0,Pascal Siakam,New Mexico State,34.0,34.6,20.2,8.1,15.0,0.538,0.1,0.4,0.2,4.0,5.9,0.678,3.9,7.7,11.6,1.7,1.0,2.2,2.0,2.7
1328,29.0,DeSean Murray,Presbyterian,31.0,29.1,20.2,7.5,13.8,0.543,0.0,0.2,0.0,5.3,6.8,0.773,2.4,5.0,7.4,1.7,2.0,0.5,3.1,3.0
1329,30.0,Ethan Telfair,Idaho State,31.0,35.7,20.2,5.8,14.5,0.398,2.0,5.3,0.387,6.6,7.6,0.869,0.9,3.1,4.0,5.4,2.4,0.1,3.6,2.5
1330,31.0,Jordan Howard,Central Arkansas,28.0,34.9,20.2,6.3,14.7,0.426,3.4,7.9,0.428,4.3,4.9,0.876,0.6,2.7,3.4,2.8,0.6,0.1,2.2,1.2
1331,32.0,James Kelly,Marshall,33.0,30.6,20.1,7.9,14.5,0.543,1.5,4.8,0.308,2.8,3.8,0.746,1.8,8.0,9.8,1.2,1.3,1.1,2.3,2.8
1332,33.0,Quinton Hooker,North Dakota,32.0,35.5,20.1,6.6,13.5,0.487,1.6,4.2,0.383,5.3,6.2,0.858,1.2,3.7,4.9,3.5,1.9,0.3,1.8,2.3
1333,34.0,Jamal Murray,Kentucky,36.0,35.2,20.0,6.8,14.9,0.454,3.1,7.7,0.408,3.3,4.2,0.783,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1
1334,35.0,Alex Hamilton,Louisiana Tech,33.0,35.3,19.9,6.5,13.0,0.498,1.0,3.5,0.298,5.9,8.4,0.708,1.0,4.7,5.7,6.2,2.0,0.5,3.2,1.6
1335,36.0,Jameel Warney,Stony Brook,33.0,32.9,19.8,8.2,13.1,0.628,0.0,0.0,0.0,3.4,5.4,0.624,4.5,6.3,10.8,1.6,0.9,3.0,1.3,2.2
1336,37.0,Q.J. Peterson,Virginia Military,30.0,33.5,19.8,6.3,15.6,0.405,2.8,7.7,0.361,4.5,4.9,0.905,1.6,4.7,6.3,2.8,1.4,0.5,2.7,2.2
1337,38.0,Tanner Plomb,Army West Point,28.0,31.4,19.8,6.8,16.0,0.423,2.9,8.1,0.352,3.4,4.6,0.736,0.6,5.1,5.8,1.5,0.9,0.3,1.7,1.7
1338,39.0,Dikembe Dixson,Illinois-Chicago,30.0,36.7,19.8,6.4,17.3,0.369,1.4,4.5,0.304,5.6,8.5,0.66,1.4,5.9,7.3,1.8,1.2,0.5,4.1,2.6
1339,40.0,Dallas Moore,North Florida,34.0,35.6,19.8,7.5,14.6,0.516,1.9,4.8,0.395,2.8,4.0,0.711,0.6,3.4,4.0,6.0,0.9,0.1,1.9,0.8
1340,41.0,Marcus Posley,St. Bonaventure,31.0,37.2,19.6,6.4,15.2,0.418,2.6,7.4,0.36,4.3,5.3,0.806,0.7,2.7,3.4,3.6,1.3,0.1,2.4,2.5
1341,42.0,John Brown,High Point,28.0,29.6,19.6,7.6,12.6,0.602,0.0,0.0,1.0,4.4,6.3,0.701,3.3,3.9,7.1,2.2,1.7,1.8,1.7,2.1
1342,43.0,Max Landis,Fort Wayne,33.0,37.2,19.3,5.9,13.1,0.453,3.8,8.3,0.456,3.7,4.5,0.812,0.2,2.0,2.1,3.7,0.9,0.0,2.2,1.3
1343,44.0,Nathan Boothe,Toledo,32.0,31.5,19.3,7.5,15.2,0.496,1.0,2.8,0.375,3.2,3.9,0.824,1.9,7.1,9.0,3.3,0.7,1.0,2.2,2.6
1344,45.0,"Anthony Beane, Jr.",Southern Illinois,32.0,34.3,19.3,6.5,15.0,0.432,2.3,6.1,0.371,4.0,5.2,0.772,0.7,3.2,3.8,1.8,1.1,0.0,2.7,2.8
1345,46.0,Justin Robinson,Monmouth,36.0,32.9,19.3,5.9,13.6,0.439,2.2,5.6,0.394,5.1,6.1,0.845,0.6,3.2,3.8,3.7,2.2,0.0,2.2,1.5
1346,47.0,Cameron Forte,Portland State,31.0,29.3,19.2,7.9,13.6,0.58,0.0,0.1,0.5,3.5,6.3,0.552,3.4,5.9,9.3,2.6,1.0,0.5,3.2,2.1
1347,48.0,Jordan Price,La Salle,31.0,37.7,19.2,6.3,16.1,0.39,2.9,7.9,0.365,3.8,5.3,0.718,0.7,4.8,5.5,3.0,1.1,0.4,3.3,2.2
1348,49.0,Denzel Valentine,Michigan State,31.0,33.0,19.2,6.6,14.3,0.462,3.4,7.5,0.444,2.6,3.1,0.853,0.8,6.7,7.5,7.8,1.0,0.2,2.7,1.7
1349,50.0,Ben Simmons,LSU,33.0,34.9,19.2,6.5,11.7,0.56,0.0,0.1,0.333,6.0,9.0,0.67,3.1,8.6,11.8,4.8,2.0,0.8,3.4,2.8
1350,51.0,Ladarius Tabb,Alabama A&M ,29.0,34.5,18.9,6.9,15.8,0.44,1.6,5.3,0.294,3.5,5.5,0.638,2.0,4.9,6.9,0.7,1.4,0.3,1.7,2.5
1351,52.0,Martin Breunig,Montana,33.0,30.5,18.9,6.9,11.1,0.621,0.1,0.3,0.3,5.0,7.1,0.708,2.9,6.1,9.0,1.5,0.7,1.1,2.2,3.3
1352,53.0,Jarrod Uthoff,Iowa,33.0,31.5,18.9,6.6,14.8,0.448,2.0,5.2,0.382,3.7,4.5,0.813,1.5,4.9,6.3,1.1,1.0,2.5,1.2,1.5
1353,54.0,Matt Morgan,Cornell,27.0,30.7,18.9,5.9,14.2,0.415,2.6,7.9,0.329,4.5,5.6,0.808,0.4,2.7,3.1,2.0,1.4,0.4,1.9,1.7
1354,55.0,Shawn Long,Louisiana,34.0,30.6,18.9,6.8,13.0,0.524,0.5,2.0,0.269,4.7,6.9,0.681,4.0,8.1,12.1,1.4,0.7,1.8,2.7,2.8
1355,56.0,Pancake Thomas,Hartford,30.0,34.6,18.9,5.9,13.6,0.437,2.7,6.3,0.426,4.3,5.2,0.827,1.0,5.4,6.4,2.8,1.2,0.2,1.8,2.4
1356,57.0,Chris Horton,Austin Peay,36.0,33.7,18.8,6.9,11.5,0.599,0.0,0.0,0.0,5.0,8.1,0.621,4.9,7.1,12.0,1.5,1.4,1.8,2.7,2.1
1357,58.0,Keon Johnson,Winthrop,32.0,34.4,18.7,5.6,12.3,0.452,2.4,6.2,0.394,5.2,6.2,0.833,0.5,3.6,4.2,2.5,0.9,0.0,2.2,1.9
1358,59.0,Trey Davis,Massachusetts,32.0,34.0,18.7,5.8,14.7,0.391,2.6,7.1,0.366,4.6,5.3,0.876,0.6,4.0,4.6,3.2,1.2,0.1,2.8,2.0
1359,60.0,Jaron Blossomgame,Clemson,31.0,34.2,18.7,6.5,12.6,0.513,1.5,3.3,0.446,4.3,5.5,0.782,1.8,4.9,6.7,1.5,0.7,1.3,1.8,2.0
1360,61.0,Kendrick Ray,Kennesaw State,31.0,34.2,18.7,6.9,14.2,0.485,1.3,3.7,0.36,3.5,5.0,0.714,1.4,4.2,5.6,2.7,1.4,0.2,2.5,3.1
1361,62.0,Frank Eaves,Appalachian State,31.0,31.1,18.7,5.5,14.4,0.381,2.7,7.0,0.384,5.0,6.2,0.817,0.6,3.1,3.7,2.2,0.8,0.0,2.3,2.3
1362,63.0,Jimmy Gavin,Winthrop,32.0,33.8,18.7,6.1,12.8,0.478,2.9,7.2,0.41,3.5,4.2,0.828,0.5,2.4,2.9,3.0,0.8,0.1,2.1,1.8
1363,64.0,Tyler Hall,Montana State,31.0,32.0,18.6,6.5,14.3,0.457,3.1,7.2,0.43,2.5,2.9,0.867,0.8,4.4,5.3,1.6,0.9,0.3,1.8,2.2
1364,65.0,Yonel Brown,Kennesaw State,31.0,38.8,18.6,6.4,15.4,0.414,2.5,7.0,0.364,3.3,4.2,0.792,0.7,2.7,3.4,2.5,1.1,0.0,2.5,2.0
1365,66.0,Marcus Romain,Mississippi Valley State,30.0,29.0,18.6,6.3,14.3,0.438,1.0,2.9,0.341,5.1,6.7,0.76,1.0,4.4,5.4,2.4,1.1,0.4,3.6,2.3
1366,67.0,Kori Babineaux,Jacksonville,32.0,35.9,18.6,8.0,17.2,0.468,0.3,1.0,0.273,2.2,3.5,0.628,0.7,4.2,4.8,3.8,1.0,0.2,2.8,2.3
1367,68.0,Ge'Lawn Guyn,East Tennessee State,35.0,32.6,18.5,6.3,14.5,0.432,2.7,6.4,0.422,3.3,4.4,0.752,0.6,3.4,4.0,1.9,1.1,0.8,2.0,2.1
1368,69.0,Chris Clemons,Campbell,30.0,32.2,18.5,6.2,14.6,0.424,3.1,8.2,0.374,3.1,3.6,0.844,0.3,3.4,3.7,1.8,1.5,0.3,1.9,2.5
1369,70.0,Micah Mason,Duquesne,33.0,35.7,18.4,6.3,13.4,0.469,3.6,8.5,0.423,2.3,2.8,0.835,0.2,2.8,3.1,4.5,0.9,0.1,2.1,1.9
1370,71.0,Majok Deng,Louisiana-Monroe ,31.0,36.3,18.4,6.2,13.0,0.478,1.9,5.1,0.373,4.1,5.0,0.813,1.6,5.4,7.0,1.9,0.7,1.6,2.2,2.5
1371,72.0,Paris Bass,Detroit-Mercy,24.0,29.8,18.4,6.6,14.3,0.465,0.9,2.8,0.324,4.3,6.2,0.685,2.1,5.9,8.0,2.1,1.4,1.4,3.4,3.5
1372,73.0,T.J. Cline,Richmond,32.0,30.0,18.4,7.1,12.8,0.559,1.4,3.7,0.37,2.8,4.3,0.642,1.2,4.0,5.2,3.8,0.7,0.1,2.3,2.7
1373,74.0,Alec Peters,Valparaiso,37.0,32.1,18.4,6.0,11.9,0.505,2.5,5.6,0.44,3.8,4.5,0.85,2.5,5.9,8.4,1.3,0.7,0.3,1.7,2.1
1374,75.0,Damon Lynn,N.J.I.T.,35.0,37.8,18.3,5.6,15.0,0.374,3.3,10.0,0.331,3.8,4.6,0.832,0.3,2.7,3.0,3.3,1.6,0.1,2.0,1.2
1375,76.0,Alec Wintering,Portland,32.0,31.6,18.3,5.7,12.8,0.444,1.3,3.4,0.398,5.5,7.1,0.78,0.6,2.8,3.3,4.9,1.5,0.0,3.2,2.7
1376,77.0,Malcolm Brogdon,Virginia,37.0,34.1,18.2,6.2,13.6,0.457,2.0,5.2,0.391,3.8,4.2,0.897,0.5,3.5,4.1,3.1,0.9,0.2,1.4,2.1
1377,78.0,Torrance Rowe,Tennessee Tech ,31.0,35.5,18.2,5.7,13.9,0.412,2.6,7.6,0.343,4.2,4.8,0.866,0.5,2.3,2.7,4.4,0.6,0.1,2.6,1.1
1378,79.0,Chase Fischer,Brigham Young,37.0,34.0,18.2,5.6,13.8,0.411,3.0,8.2,0.367,3.9,4.7,0.827,0.4,2.4,2.8,2.1,1.1,0.1,1.5,1.7
1379,80.0,Isaiah Whitehead,Seton Hall,34.0,32.3,18.2,5.7,15.1,0.379,2.4,6.5,0.365,4.4,5.8,0.76,0.5,3.1,3.6,5.1,1.2,1.4,3.5,2.3
1380,81.0,Isaiah Miles,Saint Joseph's,36.0,34.4,18.1,6.2,11.8,0.523,1.8,4.7,0.385,3.9,4.4,0.888,2.3,5.8,8.1,0.9,0.6,1.0,1.2,2.8
1381,82.0,Devin Patterson,Omaha,32.0,32.7,18.1,5.7,13.3,0.428,1.8,5.2,0.352,4.9,6.1,0.804,0.4,2.1,2.5,3.2,1.8,0.0,2.7,2.6
1382,83.0,Reggie Johnson,Hampton,32.0,36.0,18.1,6.0,16.2,0.37,1.7,5.8,0.292,4.4,6.1,0.722,1.2,2.4,3.6,4.0,1.7,0.1,2.8,3.0
1383,84.0,Thomas Walkup,Stephen F. Austin,34.0,29.5,18.1,6.4,10.9,0.588,0.3,1.1,0.256,5.0,6.1,0.817,2.3,4.5,6.9,4.5,2.1,0.5,1.7,2.7
1384,85.0,Malcolm Hill,Illinois,34.0,35.1,18.1,5.6,12.9,0.436,1.1,3.5,0.314,5.7,6.9,0.821,1.3,5.3,6.6,3.3,1.2,0.4,2.2,2.6
1385,86.0,Michael Bryson,UC Santa Barbara,32.0,33.7,18.0,6.3,13.2,0.478,2.3,5.9,0.383,3.2,3.8,0.821,1.6,4.8,6.4,2.4,0.8,0.6,2.5,2.3
1386,87.0,Thomas Wilder,Western Michigan,32.0,31.8,18.0,5.4,12.7,0.425,1.4,3.6,0.391,5.9,7.4,0.79,0.7,3.5,4.2,3.1,1.6,0.1,2.1,2.7
1387,88.0,Rodney Pryor,Robert Morris,29.0,32.1,18.0,6.1,14.1,0.434,1.7,5.8,0.29,4.0,4.7,0.86,1.8,6.2,8.0,1.7,1.4,0.9,2.9,2.5
1388,89.0,Ryan Bowie,Texas-San Antonio,32.0,34.6,18.0,5.9,13.3,0.442,2.5,6.3,0.403,3.7,4.8,0.776,1.6,5.0,6.6,1.6,0.8,0.2,2.2,2.8
1389,90.0,Jeremy Senglin,Weber State,35.0,35.0,17.9,6.1,12.5,0.487,3.0,7.0,0.433,2.7,4.4,0.617,0.4,3.2,3.6,2.8,0.7,0.1,2.2,1.8
1390,91.0,Derrick Colter,Duquesne,34.0,35.9,17.9,5.7,14.1,0.403,2.4,6.9,0.343,4.2,5.1,0.827,0.5,3.1,3.6,4.6,1.0,0.2,3.2,2.0
1391,92.0,David Walker,Northeastern,33.0,38.3,17.9,5.4,12.1,0.449,2.9,7.1,0.413,4.1,4.8,0.866,0.6,3.3,3.8,4.0,1.4,0.4,1.9,0.9
1392,93.0,Jaylen Adams,St. Bonaventure,30.0,37.5,17.9,5.0,11.2,0.445,2.8,6.4,0.438,5.1,5.8,0.874,0.8,2.9,3.7,5.0,1.3,0.3,2.7,2.7
1393,94.0,Jarelle Reischel,Eastern Kentucky,30.0,31.4,17.9,5.5,11.3,0.487,1.3,3.5,0.381,5.6,7.1,0.784,1.3,5.5,6.8,3.2,1.7,0.4,4.1,2.9
1394,95.0,Garret Covington,Western Illinois,27.0,33.8,17.9,5.9,13.3,0.444,2.9,6.7,0.423,3.3,4.1,0.793,0.4,3.7,4.1,2.0,0.9,0.2,2.2,1.7
1395,96.0,Juan'ya Green,Hofstra,34.0,37.7,17.8,5.1,12.8,0.398,2.0,5.5,0.362,5.6,7.1,0.8,0.7,3.6,4.4,7.1,1.6,0.5,3.0,2.3
1396,97.0,Omar Prewitt,William & Mary,31.0,32.2,17.8,6.1,12.3,0.493,1.4,3.8,0.364,4.3,6.1,0.704,0.8,4.4,5.2,2.5,0.8,0.5,1.9,2.3
1397,98.0,Tookie Brown,Georgia Southern,31.0,30.8,17.8,5.7,13.2,0.434,1.6,4.3,0.373,4.7,5.8,0.812,0.6,2.6,3.2,3.4,1.6,0.1,2.2,2.6
1398,99.0,Kory Holden,Delaware,30.0,36.3,17.7,6.0,15.3,0.394,2.3,5.9,0.388,3.4,4.2,0.795,0.5,2.5,3.0,4.2,0.4,0.1,2.9,2.1
1399,100.0,Tim Kempton,Lehigh,29.0,29.8,17.7,6.3,11.3,0.555,0.2,0.6,0.313,5.0,6.6,0.755,2.4,7.1,9.5,1.4,0.7,0.4,2.9,3.1
1400,1.0,Marcus Keene,Central Michigan,32.0,36.8,30.0,9.8,21.9,0.447,3.9,10.6,0.368,6.5,7.9,0.819,0.7,3.8,4.5,4.9,0.8,0.0,4.5,2.0
1401,2.0,Chris Clemons,Campbell,36.0,33.5,25.1,8.4,18.7,0.447,3.3,9.2,0.355,5.1,6.2,0.825,0.5,4.1,4.6,2.6,1.9,0.5,2.8,1.9
1402,3.0,Mike Daum,South Dakota State,35.0,32.7,25.1,7.8,15.2,0.514,2.3,5.4,0.418,7.2,8.3,0.869,2.2,6.0,8.1,1.4,0.6,0.4,2.8,2.5
1403,4.0,Dallas Moore,North Florida,34.0,35.1,23.9,8.8,18.0,0.488,2.9,7.4,0.398,3.4,4.1,0.826,0.8,2.4,3.1,4.0,1.1,0.1,2.4,1.1
1404,5.0,Randy Onwuasor,Southern Utah,33.0,35.0,23.6,7.7,18.8,0.409,1.8,5.8,0.306,6.5,7.9,0.827,1.6,5.0,6.6,3.2,1.5,0.4,3.4,3.2
1405,6.0,Markelle Fultz,Washington,25.0,35.7,23.2,8.4,17.6,0.476,2.1,5.0,0.413,4.4,6.7,0.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5
1406,7.0,Tyler Hall,Montana State,32.0,34.6,23.1,7.5,15.8,0.476,3.8,8.8,0.429,4.3,5.2,0.837,0.5,4.8,5.4,2.8,1.1,0.3,2.0,2.4
1407,8.0,Alec Peters,Valparaiso,29.0,35.1,23.0,7.5,16.1,0.466,2.0,5.5,0.363,5.9,6.7,0.887,2.6,7.6,10.1,2.2,0.8,0.4,2.4,2.2
1408,9.0,Cameron Morse,Youngstown State,31.0,36.2,22.9,8.4,20.2,0.415,2.5,7.7,0.319,3.7,5.0,0.737,0.5,2.7,3.2,3.1,1.0,0.1,2.1,1.4
1409,10.0,Rashawn Thomas,Texas A&M-CC,34.0,33.7,22.5,7.9,15.0,0.524,0.4,1.1,0.378,6.3,8.8,0.721,2.3,6.7,9.0,2.7,1.6,2.0,3.7,3.5
1410,11.0,Keon Johnson,Winthrop,32.0,35.1,22.3,6.9,15.9,0.433,3.2,7.9,0.402,5.3,6.2,0.868,0.4,3.5,4.0,2.6,0.7,0.0,2.3,1.9
1411,12.0,Jack Gibbs,Davidson,31.0,36.2,22.1,6.9,16.2,0.427,3.0,7.7,0.392,5.2,6.5,0.797,0.7,3.3,4.0,4.1,1.3,0.0,2.6,2.5
1412,13.0,Jonathan Stark,Murray State,33.0,36.6,21.9,7.5,17.2,0.438,3.3,7.7,0.425,3.5,4.3,0.83,0.3,3.6,3.9,5.2,1.3,0.0,2.9,2.3
1413,14.0,T.J. Williams,Northeastern,30.0,38.2,21.4,6.7,14.5,0.463,1.2,3.6,0.333,6.7,8.8,0.762,0.8,3.9,4.7,5.3,1.0,0.1,3.4,2.2
1414,15.0,Sindarius Thornwell,South Carolina,31.0,34.0,21.4,6.3,14.2,0.444,1.9,4.8,0.392,6.9,8.4,0.83,2.5,4.6,7.1,2.8,2.1,1.0,2.5,2.3
1415,16.0,"Lamond Murray, Jr.",Pepperdine,31.0,34.2,21.4,8.1,17.0,0.475,1.6,4.3,0.381,3.5,4.5,0.779,1.2,4.5,5.7,1.3,1.1,0.4,2.6,2.1
1416,17.0,Braylon Rayson,Central Michigan,32.0,37.3,21.2,6.5,17.2,0.381,2.9,8.1,0.36,5.3,6.2,0.848,0.8,3.6,4.4,3.2,1.2,0.0,2.7,2.2
1417,18.0,Dewayne Russell,Grand Canyon,28.0,38.3,21.2,7.0,17.6,0.4,1.9,4.7,0.397,5.3,6.9,0.758,0.5,3.3,3.8,5.4,1.5,0.1,2.7,2.1
1418,19.0,Kendrick Ray,Kennesaw State,31.0,33.8,21.2,7.9,17.5,0.449,2.8,7.0,0.394,2.6,3.4,0.788,1.0,2.7,3.7,3.1,0.7,0.3,2.6,2.4
1419,20.0,Jeremy Senglin,Weber State,34.0,35.3,21.1,6.9,14.4,0.476,3.9,8.7,0.447,3.6,4.6,0.766,0.2,3.7,3.9,2.8,1.1,0.0,2.4,2.1
1420,21.0,Tiwian Kendley,Morgan State,23.0,32.3,21.0,6.0,16.2,0.373,2.1,6.7,0.31,6.9,8.7,0.786,1.8,3.6,5.4,1.2,1.2,0.4,4.3,2.8
1421,22.0,Victor Sanders,Idaho,32.0,32.9,20.9,6.4,14.2,0.455,3.2,7.2,0.439,4.9,6.3,0.781,0.4,2.9,3.3,3.3,1.7,0.3,3.2,2.8
1422,23.0,Frank Mason,Kansas,36.0,36.1,20.9,6.7,13.7,0.49,2.3,4.8,0.471,5.3,6.6,0.794,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2.0
1423,24.0,Jaylon Brown,Evansville,33.0,36.8,20.9,6.7,14.4,0.463,1.2,2.7,0.427,6.4,7.5,0.858,0.5,3.9,4.4,3.1,1.0,0.1,2.5,2.4
1424,25.0,Jaylen Adams,St. Bonaventure,30.0,37.4,20.6,5.6,13.4,0.419,2.6,7.2,0.356,6.9,8.4,0.821,0.6,3.1,3.7,6.5,2.1,0.2,3.4,2.8
1425,26.0,Bogdan Bliznyuk,Eastern Washington,34.0,36.8,20.6,7.4,15.6,0.474,1.1,3.5,0.317,4.7,5.8,0.821,1.1,5.5,6.5,4.0,1.1,0.2,3.1,2.7
1426,27.0,Rob Gray,Houston,31.0,32.3,20.6,7.5,15.9,0.473,2.0,5.3,0.382,3.5,4.3,0.813,1.1,2.7,3.7,2.9,1.2,0.2,2.3,1.8
